# 문체 기준선 (RFC-0038) --- check-style.py --write 가 만든다
# 갈래	파일	표현	횟수
note	book/chapters/ch82.typ	셋째	2
note	book/chapters/ch82.typ	정리하면	2
note	book/chapters/ch82.typ	즉 	2
note	book/chapters/ch82.typ	첫째	3
note	book/chapters/ch83.typ	그것이다	1
note	book/chapters/ch83.typ	는 것이다	2
note	book/chapters/ch83.typ	둘째	1
note	book/chapters/ch83.typ	셋째	1
note	book/chapters/ch83.typ	첫째	1
note	book/chapters/ch84.typ	그것이다	1
note	book/chapters/ch84.typ	넷째	1
note	book/chapters/ch84.typ	는 것이다	2
note	book/chapters/ch84.typ	둘째	4
note	book/chapters/ch84.typ	셈이다	1
note	book/chapters/ch84.typ	셋째	2
note	book/chapters/ch84.typ	짚는다	1
note	book/chapters/ch84.typ	첫째	1
note	book/chapters/ch84.typ	핵심이다	1
note	book/chapters/ch85.typ	그것이다	1
note	book/chapters/ch85.typ	둘째	5
note	book/chapters/ch85.typ	셋째	1
note	book/chapters/ch85.typ	정리하면	1
note	book/chapters/ch85.typ	첫째	2
note	book/chapters/ch85.typ	핵심이다	1
note	book/chapters/ch86.typ	그것이다	1
note	book/chapters/ch86.typ	둘째	1
note	book/chapters/ch86.typ	셋째	1
note	book/chapters/ch86.typ	요약하면	1
note	book/chapters/ch86.typ	첫째	1
note	book/chapters/ch87.typ	그것이다	2
note	book/chapters/ch87.typ	는 것이다	1
note	book/chapters/ch87.typ	둘째	2
note	book/chapters/ch87.typ	셈이다	1
note	book/chapters/ch87.typ	첫째	2
note	book/chapters/ch88.typ	는 것이다	2
note	book/chapters/ch88.typ	둘째	1
note	book/chapters/ch88.typ	셈이다	1
note	book/chapters/ch88.typ	셋째	1
note	book/chapters/ch88.typ	첫째	1
note	book/chapters/ch88.typ	핵심이다	1
note	book/chapters/ch89.typ	곧 	1
note	book/chapters/ch89.typ	는 것이다	4
note	book/chapters/ch89.typ	둘째	3
note	book/chapters/ch89.typ	셋째	1
note	book/chapters/ch89.typ	첫째	3
note	book/chapters/ch90.typ	곧 	2
note	book/chapters/ch90.typ	는 것이다	2
note	book/chapters/ch90.typ	셈이다	2
note	book/chapters/ch90.typ	핵심이다	1
note	book/chapters/ch91.typ	곧 	3
note	book/chapters/ch91.typ	그것이다	1
note	book/chapters/ch91.typ	는 것이다	3
note	book/chapters/ch91.typ	둘째	1
note	book/chapters/ch91.typ	셋째	3
note	book/chapters/ch91.typ	즉 	1
note	book/chapters/ch91.typ	짚는다	1
note	book/chapters/ch92.typ	곧 	1
note	book/chapters/ch92.typ	그것이다	1
note	book/chapters/ch92.typ	는 것이다	1
note	book/chapters/ch92.typ	둘째	6
note	book/chapters/ch92.typ	셈이다	1
note	book/chapters/ch92.typ	셋째	2
note	book/chapters/ch92.typ	첫째	1
note	book/chapters/ch92.typ	핵심이다	2
note	book/chapters/ch93.typ	그것이다	1
note	book/chapters/ch93.typ	는 것이다	1
note	book/chapters/ch93.typ	둘째	1
note	book/chapters/ch93.typ	즉 	1
note	book/chapters/ch93.typ	짚는다	1
note	book/chapters/ch93.typ	첫째	1
note	book/chapters/ch93.typ	핵심이다	1
note	book/chapters/ch94.typ	넷째	2
note	book/chapters/ch94.typ	는 것이다	2
note	book/chapters/ch94.typ	둘째	2
note	book/chapters/ch94.typ	셈이다	1
note	book/chapters/ch94.typ	셋째	1
note	book/chapters/ch94.typ	첫째	2
note	book/chapters/ch95.typ	곧 	1
note	book/chapters/ch95.typ	셋째	1
note	book/chapters/ch95.typ	첫째	2
note	book/chapters/ch95.typ	핵심이다	1
note	book/chapters/ch96.typ	는 것이다	2
note	book/chapters/ch96.typ	둘째	2
note	book/chapters/ch96.typ	셋째	4
note	book/chapters/ch96.typ	정리하면	1
note	book/chapters/ch96.typ	즉 	1
note	book/chapters/ch96.typ	짚는다	1
note	book/chapters/ch96.typ	첫째	2
note	book/chapters/ch96.typ	핵심이다	1
note	book/chapters/ch97.typ	는 것이다	1
note	book/chapters/ch97.typ	둘째	1
note	book/chapters/ch97.typ	셋째	1
note	book/chapters/ch97.typ	첫째	1
note	book/chapters/ch98.typ	는 것이다	1
note	book/chapters/ch98.typ	둘째	1
note	book/chapters/ch98.typ	첫째	1
note	book/chapters/ch99.typ	곧 	2
note	book/chapters/ch99.typ	는 것이다	2
note	book/chapters/ch99.typ	즉 	1
note	book/parts/part12.typ	짚는다	1
